T05,Proportion of seats held by women in national parliament,,,,,,,
Region/Country/Area,,Year,Series,Last Election Date,Last Election Date footnote,Value,Footnotes,Source
30,Eastern Asia,2016,"Seats held by women in national parliament, as of February (%)",,,20.3691,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
30,Eastern Asia,2017,"Seats held by women in national parliament, as of February (%)",,,20.4814,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
30,Eastern Asia,2018,"Seats held by women in national parliament, as of February (%)",,,20.9344,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
30,Eastern Asia,2019,"Seats held by women in national parliament, as of February (%)",,,21.4492,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
35,South-eastern Asia,2000,"Seats held by women in national parliament, as of February (%)",,,12.3367,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
35,South-eastern Asia,2005,"Seats held by women in national parliament, as of February (%)",,,15.5340,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
35,South-eastern Asia,2010,"Seats held by women in national parliament, as of February (%)",,,19.2786,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
35,South-eastern Asia,2015,"Seats held by women in national parliament, as of February (%)",,,17.8393,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
35,South-eastern Asia,2016,"Seats held by women in national parliament, as of February (%)",,,18.3039,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
35,South-eastern Asia,2017,"Seats held by women in national parliament, as of February (%)",,,19.3453,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
35,South-eastern Asia,2018,"Seats held by women in national parliament, as of February (%)",,,19.1474,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
35,South-eastern Asia,2019,"Seats held by women in national parliament, as of February (%)",,,19.6093,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
34,Southern Asia,2000,"Seats held by women in national parliament, as of February (%)",,,6.8400,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
34,Southern Asia,2005,"Seats held by women in national parliament, as of February (%)",,,8.7895,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
34,Southern Asia,2010,"Seats held by women in national parliament, as of February (%)",,,18.2019,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
34,Southern Asia,2015,"Seats held by women in national parliament, as of February (%)",,,17.6449,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
34,Southern Asia,2016,"Seats held by women in national parliament, as of February (%)",,,17.6686,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
34,Southern Asia,2017,"Seats held by women in national parliament, as of February (%)",,,17.9647,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
34,Southern Asia,2018,"Seats held by women in national parliament, as of February (%)",,,13.9180,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
34,Southern Asia,2019,"Seats held by women in national parliament, as of February (%)",,,15.7919,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
145,Western Asia,2000,"Seats held by women in national parliament, as of February (%)",,,5.1909,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
145,Western Asia,2005,"Seats held by women in national parliament, as of February (%)",,,5.7374,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
145,Western Asia,2010,"Seats held by women in national parliament, as of February (%)",,,9.2907,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
145,Western Asia,2015,"Seats held by women in national parliament, as of February (%)",,,12.8196,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
145,Western Asia,2016,"Seats held by women in national parliament, as of February (%)",,,13.2075,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
145,Western Asia,2017,"Seats held by women in national parliament, as of February (%)",,,13.8022,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
145,Western Asia,2018,"Seats held by women in national parliament, as of February (%)",,,14.2532,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
145,Western Asia,2019,"Seats held by women in national parliament, as of February (%)",,,15.3367,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
150,Europe,2000,"Seats held by women in national parliament, as of February (%)",,,16.7859,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
150,Europe,2005,"Seats held by women in national parliament, as of February (%)",,,20.4998,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
150,Europe,2010,"Seats held by women in national parliament, as of February (%)",,,23.2497,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
150,Europe,2015,"Seats held by women in national parliament, as of February (%)",,,26.7163,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
150,Europe,2016,"Seats held by women in national parliament, as of February (%)",,,27.1527,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
150,Europe,2017,"Seats held by women in national parliament, as of February (%)",,,28.0193,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
150,Europe,2018,"Seats held by women in national parliament, as of February (%)",,,28.8742,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
150,Europe,2019,"Seats held by women in national parliament, as of February (%)",,,29.7997,,"Inter-Parliamentary Union (IPU), Geneva, ""Women in National Parliament"" dataset and the Millennium Development Goals Indicators database, last accessed March 2019."
