[T25.],Index of Industrial Production,,,,,
12,Algeria,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2009,74.7,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
12,Algeria,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2010,73.9,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
12,Algeria,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2011,80.6,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
12,Algeria,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2012,82.1,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
12,Algeria,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2013,83.2,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
12,Algeria,Index of industrial production: Metal products and machinery (Index Base: 2005=100),2014,70.3,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
12,Algeria,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2007,109.5,The indices are based on ISIC Rev. 3.;Data refers to electricity only.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
12,Algeria,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2008,118.2,The indices are based on ISIC Rev. 3.;Data refers to electricity only.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
12,Algeria,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2009,126.6,The indices are based on ISIC Rev. 3.;Data refers to electricity only.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
12,Algeria,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2010,133.7,The indices are based on ISIC Rev. 3.;Data refers to electricity only.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
12,Algeria,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2011,144.6,The indices are based on ISIC Rev. 3.;Data refers to electricity only.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
12,Algeria,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2012,162.2,The indices are based on ISIC Rev. 3.;Data refers to electricity only.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
12,Algeria,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2013,165.6,The indices are based on ISIC Rev. 3.;Data refers to electricity only.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
12,Algeria,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",2014,178.9,The indices are based on ISIC Rev. 3.;Data refers to electricity only.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
32,Argentina,Index of industrial production: Manufacturing (Index base: 2005=100),2007,119.6,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
32,Argentina,Index of industrial production: Manufacturing (Index base: 2005=100),2008,126.3,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
32,Argentina,Index of industrial production: Manufacturing (Index base: 2005=100),2009,127.0,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
32,Argentina,Index of industrial production: Manufacturing (Index base: 2005=100),2010,142.8,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
32,Argentina,Index of industrial production: Manufacturing (Index base: 2005=100),2011,162.4,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
32,Argentina,Index of industrial production: Manufacturing (Index base: 2005=100),2012,165.1,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
32,Argentina,Index of industrial production: Manufacturing (Index base: 2005=100),2013,171.0,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
32,Argentina,Index of industrial production: Manufacturing (Index base: 2005=100),2014,169.4,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
32,Argentina,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",2007,116.8,The indices are based on ISIC Rev. 3.,"United Nations Statistics Division, New York, Environment and energy statistics branch, Industrial and Energy Statistics Section, last accessed November 2015."
