T19,Consumer Price Index,,,,,
44,Bahamas,2014,Consumer price index: Food,100.7,New Providence;Index base: November 2014=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
44,Bahamas,2015,Consumer price index: Food,106.5,New Providence;Index base: November 2014=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
48,Bahrain,1995,Consumer price index: General,83.8,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
48,Bahrain,2005,Consumer price index: General,87.5,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
48,Bahrain,2010,Consumer price index: General,100,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
48,Bahrain,2014,Consumer price index: General,108.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
48,Bahrain,2015,Consumer price index: General,110.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
48,Bahrain,2016,Consumer price index: General,113.7,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
48,Bahrain,2017,Consumer price index: General,115.2,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
48,Bahrain,2010,Consumer price index: Food,100,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
48,Bahrain,2014,Consumer price index: Food,111.7,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
48,Bahrain,2015,Consumer price index: Food,114.5,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
48,Bahrain,2016,Consumer price index: Food,115.9,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
48,Bahrain,2017,Consumer price index: Food,117.1,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
50,Bangladesh,1995,Consumer price index: General,42.5,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
50,Bangladesh,2005,Consumer price index: General,69.2,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
50,Bangladesh,2010,Consumer price index: General,100,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
50,Bangladesh,2014,Consumer price index: General,136.1,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
50,Bangladesh,2015,Consumer price index: General,144.5,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
50,Bangladesh,2016,Consumer price index: General,152.3,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
50,Bangladesh,2017,Consumer price index: General,161.1,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
50,Bangladesh,2016,Consumer price index: Food,239.1,Estimate.;Index base: 2005=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
50,Bangladesh,2017,Consumer price index: Food,257.9,Estimate.;Index base: 2005=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
52,Barbados,2010,Consumer price index: General,100,Data refer to the Retail Price Index.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
52,Barbados,2014,Consumer price index: General,169.4,Break in the time series.;Data refer to the Retail Price Index.;Calculated by the UN Statistics Division from national indices.;Index base: July 2001=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
52,Barbados,2015,Consumer price index: General,167.6,Data refer to the Retail Price Index.;Calculated by the UN Statistics Division from national indices.;Index base: July 2001=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
52,Barbados,2016,Consumer price index: General,169.7,Data refer to the Retail Price Index.;Calculated by the UN Statistics Division from national indices.;Index base: July 2001=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
52,Barbados,2017,Consumer price index: General,177.6,Data refer to the Retail Price Index.;Calculated by the UN Statistics Division from national indices.;Index base: July 2001=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
52,Barbados,2014,Consumer price index: Food,195.4,Data refer to the Retail Price Index.;Index base: July 2001=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
52,Barbados,2015,Consumer price index: Food,200.7,Data refer to the Retail Price Index.;Index base: July 2001=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
52,Barbados,2016,Consumer price index: Food,217.5,Data refer to the Retail Price Index.;Index base: July 2001=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
52,Barbados,2017,Consumer price index: Food,230.9,Data refer to the Retail Price Index.;Index base: July 2001=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
112,Belarus,1995,Consumer price index: General,0.4,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
112,Belarus,2005,Consumer price index: General,61.7,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
112,Belarus,2010,Consumer price index: General,100,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
112,Belarus,2014,Consumer price index: General,340.9,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
112,Belarus,2015,Consumer price index: General,387,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
112,Belarus,2016,Consumer price index: General,433.1,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
112,Belarus,2017,Consumer price index: General,459,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
112,Belarus,2010,Consumer price index: Food,100,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
112,Belarus,2014,Consumer price index: Food,367.1,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
112,Belarus,2015,Consumer price index: Food,389.9,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
112,Belarus,2016,Consumer price index: Food,424.1,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
56,Belgium,1995,Consumer price index: General,75,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
56,Belgium,2005,Consumer price index: General,90.4,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
56,Belgium,2010,Consumer price index: General,100,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
56,Belgium,2014,Consumer price index: General,108,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
56,Belgium,2015,Consumer price index: General,108.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
56,Belgium,2016,Consumer price index: General,110.8,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
56,Belgium,2017,Consumer price index: General,112.8,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
56,Belgium,1995,Consumer price index: Food,71.9,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
56,Belgium,2005,Consumer price index: Food,86.3,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
56,Belgium,2010,Consumer price index: Food,100,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
56,Belgium,2014,Consumer price index: Food,109.1,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
